User,Date,post_text,quotedPost_text,Reply_count,Repost_count,Like_count,View_count
@S_Zarya,2026-01-13-07:59:55,"Apakah program² ini akan berlanjut setelah berganti rezim?
- Makan Bergizi Gratis- Sekolah Rakyat (sekolah gratis untuk anak² dr klg tidak mampu)
- Buka kampus kedokteran dan Teknik gratisVersi lokal dari KDM
- Sekolah Maung (Manusia Unggul)

Setiap rezim memiliki rencana &",,1,0,0,31
@Satrio60094984,2026-01-13-07:59:20,"Bagi anak-anak di daerah terpencil, program Makan Bergizi Gratis bukan sekadar makanan — tapi harapan
 #DariMBGUntukIndonesiaHebat#DariMBGUntukIndonesiaHebat ",,0,0,0,8
@MojoPresisi,2026-01-13-07:54:45,"Kunjungan dan Pemberian MBG Perdana (Pertama) ke TK Bhayangkari 42 Kediri Kota

Satuan Pelayanan Pemenuhan Gizi (SPPG) Semampir I Yayasan Kemala Bhayangkari Kota Kediri resmi memulai operasionalnya dengan mendistribusikan Makan Bergizi Gratis (MBG) perdana ke sejumlah sekolah.",,0,0,0,35
@man1bantul,2026-01-13-07:54:08,MAN 1 Bantul Laksanakan Makan Bergizi Gratis (MBG) Hari Pertama Januari 2026,,0,0,0,8
@man1bantul,2026-01-13-07:53:10,"Bantul (MAN 1 Bantul) — MAN 1 Bantul melaksanakan kegiatan perdana MBG (Makan Bergizi Gratis) pada awal bulan Januari, tepatnya Kamis, (8/1/2026).",,0,0,0,15
@bhinneka_news,2026-01-13-07:52:46,Anak Indonesia butuh gizi cukup supaya tumbuh optimal dan fokus sekolah Makan Bergizi Gratis jadi langkah nyata #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045 ,,0,0,0,15
@man1bantul,2026-01-13-07:52:08,"Bantul (MAN 1 Bantul) — Pelaksanaan perdana MBG (Makan Bergizi Gratis) di MAN 1 Bantul pada Kamis, (8/1/2026), berlangsung dalam suasana hangat, tertib, dan edukatif.",,0,0,0,16
@bhinneka_news,2026-01-13-07:46:47,"Perut terisi, otak beraksi Makan bergizi gratis bantu anak lebih siap belajar dan jadi generasi emas #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045 ",,0,0,0,37
@bhinneka_news,2026-01-13-07:46:39,"Makan bergizi gratis bikin anak lebih sehat, aktif, dan semangat belajar Dari hal sederhana lahir perubahan besar #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045 ",,0,0,0,15
@bhinneka_news,2026-01-13-07:46:34,Gizi lengkap bantu anak tumbuh kuat dan cerdas Yuk jaga masa depan bangsa lewat Makan Bergizi Gratis #MakanBergiziGratis#MakanBergiziGratis  #IndonesiaEmas2045#IndonesiaEmas2045 ,,0,0,0,14
@garda_ntt789,2026-01-13-07:44:51,Program makan bergizi gratis terus menjadi pemanfaatan potensi lokal yang menjadi perhatian nutama penyuluh pertanian dalam mendukung program pemerintah.,,0,0,0,9
@Ninaninabudiman,2026-01-13-07:40:49,Dukung Program Makan Bergizi Gratis Indonesia Sehat. Program Makan Bergizi Gratis Untuk Kesejahteraan Masyarakat dan Tenaga Kerja. Kebijakan Ini Sejalan Dengan Asta Cita Presiden Prabowo Subianto Untuk Menciptakan Lapangan Kerja dan Memperkuat Ekonomi.,,1,0,1,46
@DIMASBA20908752,2026-01-13-07:16:17,Menu Makan Bergizi Gratis (MBG) diPandeglang Banten untuk balita diberikan menggunakan kantong plastik terlihat sangat tidak layak,,0,0,1,148
@Syalassabidin,2026-01-13-07:13:40,"Makan bergizi Gratis, RELEP.",Indonesia to allocate Rp335 trillion for MBG in 2026.,0,0,0,6
@jwinbestie,2026-01-13-07:05:37,"Menurut gue mbg berhentiin aja deh, banyak temen kerja di mbg terus ada yg namanya menu keringan buat sabtu, sedangkan sabtu libur, dan isiannya gak bergizi, ngambur ngamburin duit aja dah, mending kasih beasiswa aja ke generasi muda nya daripada dikasih makan gak bergizi gitu",,0,0,0,52
@HarianPrabowo,2026-01-13-06:17:27,"Presiden Prabowo optimis program Makan Bergizi Gratis (MBG) akan menjangkau 82,9 juta penerima manfaat pada akhir 2026. Capaian luar biasa: 58 juta penerima hanya dalam 1 tahun!",,0,0,1,1018
@DorenNawipa,2026-01-13-05:50:03,Pengawasan Program Makan Bergizi Gratis!#WestPapua#WestPapua #PeaceInPapua#PeaceInPapua ,,0,0,0,9
@PancasilaBumi,2026-01-13-04:55:36,Program Makan Bergizi Gratis (MBG) di Kapuas terus diperkuat dengan penambahan layanan SPPG — untuk memastikan gizi anak sekolah terpenuhi secara optimal. #IndonesiaTerang#IndonesiaTerang  #MBG#MBG ,,5,1,4,22
@koswaradhiwa,2026-01-13-00:48:15,"wkwkw makan bergizi gratis apanya, orang dari awal bayar pake pajak, kecuali dari duit dia mah baru gratis, wok wok, ini kalo masih ada yg belain emang bego bin ajaib",,0,0,0,328
@HmsPoldaPapua,2026-01-13-00:32:34,"SPPG Polda Papua Perluas Layanan MBG, SMP Negeri 1 Jayapura Resmi Jadi Penerima Manfaat

Jayapura – Satuan Pelayanan Pemenuhan Gizi (SPPG) Polda Papua terus memperluas cakupan Program Makan Bergizi Gratis (MBG) bagi pelajar di wilayah Kota Jayapura. Salah satunya SMP 1 Jayapura",,1,0,1,83
@yuliannaaja,2026-01-12-23:09:50,"Makan bergizi, generasi prestasi! Dukung Program MBG untuk ciptakan siswa sehat, cerdas, dan siap bersaing. Menu gizi seimbang dukung pertumbuhan dan prestasi siswa. Ayo sukseskan MBG! #MBG#MBG  #MakanBergizi#MakanBergizi  #GenerasiPrestasi#GenerasiPrestasi ",,4,0,1,18
@PanganKuatID,2026-01-12-23:09:17,"Makan bergizi, generasi prestasi! Dukung Program MBG untuk ciptakan siswa sehat, cerdas, dan siap bersaing. Menu gizi seimbang dukung pertumbuhan dan prestasi siswa. Ayo sukseskan MBG! #MBG#MBG  #MakanBergizi#MakanBergizi  #GenerasiPrestasi#GenerasiPrestasi ",,4,0,1,17
@auahwhy,2026-01-12-22:57:46,"dari semuaa hal di atass kitaa harusnya mikir lebih baik uang negara jangan di pake buat mbg yang gajelas ALIH LIH BERGIZI, manaa gada buktinyaa, semuanyaa asal masak yg penting bisa ngasih makan orang kann iming imingnya gituuu",,1,0,0,10
@auahwhy,2026-01-12-22:57:38,"Inimaah bukan makanan bergizi tp yg penting ngasih makan anak orang. Selain itu, makanan mbg yg ga kemakan ituu sayang kan klo ga dimakan, alhasil dibawa pulang lag sama guru guru atau orang yg kerja di sekolah. Entah dimakan, atau basi yg dibuang karena ga sempet kemakan",,1,0,0,8
@UbayUbay___,2026-01-12-22:05:38,"Sloganya ""Anak Indonesia berhak makan bergizi"" 

Salah besar! untuk masyarakat kita saat ini.

Anak Indonesia butuhnya pendidikan berkualitas gratis (gaji guru naik).
Lapangan pekerjaan untuk para ortu, agar dpat mncukupi kbutuhan makan yng begizi 1 keluarga.",,0,0,0,13
@dsjechlad1,2026-01-12-22:01:30,Kebanyakan makan bergizi gratis ni harvard,,0,0,0,27
@goentz1,2026-01-12-21:48:11,"""Makan Bergizi Gratis hari ini kalau tidak salah sudah emncapai 58 juta, 58 juta penerima manfaat,"" kata Prabowo.

""Dalam satu tahun, negara mana ycang bisa berbuat itu,"" sebutnya.",,0,0,0,8
@goentz1,2026-01-12-21:48:07,"""Kita kekurangan dokter. Kita kekurangan ratusan ribu dokter. Rakyat kita perlu dokter, perlu dokter gigi,"" kata Prabowo.

Pada kesempatan ini, Prabowo turut mengatakan program Makan Bergizi Gratis (MBG) telah mencapai 58 juta penerima manfaat.",,0,0,0,15
@jouzauv,2026-01-12-21:41:33,Peningkatan konsumsi susu membuktikan keberhasilan jangkauan program makan bergizi gratis sehingga diversifikasi sumber protein jadi solusi cerdas bagi kesehatan anak bangsa demi upaya Kerja Nyata #LanjutkanMBG#LanjutkanMBG DOMIIA 1ST ROCKFIRE Banjir JIMMYSEA GROWTH TOGETHER LAST EPISODE OF,,0,0,0,22
@venusdocxx,2026-01-12-21:31:13,Program makan bergizi gratis kini merangkul anak putus sekolah demi masa depan bangsa yang lebih sehat dan kuat melalui aksi pemerintah sebagai Kerja Nyata #LanjutkanMBG#LanjutkanMBG DOMIIA 1ST ROCKFIRE Banjir JIMMYSEA GROWTH TOGETHER LAST EPISODE OF H2H,,0,0,0,84
@SupratiknoAri,2026-01-12-21:25:49,MAKAN BERGIZI GRATIS.SMP INSTITUT INDONESIA SEMARANG (SPINDO SANG JUARA).SENIN 12-1-2026.#mbg#mbg ,,0,0,1,31
@Indonesia_Satu0,2026-01-12-21:18:55,Dukung Program Makan Bergizi Gratis#MakanBergiziGratis#MakanBergiziGratis  #GenerasiSehat#GenerasiSehat  #IndonesiaEmas#IndonesiaEmas ,,0,0,0,13
@tempodotco,2026-01-12-21:10:19,"Dinas Kesehatan Kabupaten Grobogan, Jawa Tengah, melaporkan sebanyak 658 orang diduga mengalami keracunan setelah menyantap menu makan bergizi gratis. Para korban berasal dari sejumlah sekolah dan satuan pendidikan di Kecamatan Gubug.#tempodotco#tempodotco  #TUpdate#TUpdate  #MBG#MBG ",,292,1968,3768,76850
@DISKOMINFOSAN,2026-01-12-21:08:37,"Pemkab Sukabumi memperkuat Program Makan Bergizi Gratis 3B untuk menekan stunting sejak dini.

Pemenuhan gizi ibu dan anak menjadi investasi jangka panjang menuju Indonesia Emas 2045.

Baca beritanya di website Pemkab Sukabumi👇🏻web.sukabumikab.go.id/warta/tkD41g/P
… …#SukabumiMubarakah#SukabumiMubarakah ",,0,0,0,53
@GoRiauCom,2026-01-12-21:07:05,Pemko Pekanbaru Percepat Operasional 104 Dapur Makan Bergizi Gratis,,0,0,1,79
@AngelaDian_,2026-01-12-20:59:52,Program Makan Bergizi Gratis merupakan bukti Kerja Nyata pemerintah dalam memperhatikan gizi anak sekolah maupun anak yang tidak sekolah agar seluruh generasi bangsa tetap sehat.#LanjutkanMBG#LanjutkanMBG DOMIIA 1ST ROCKFIRE Banjir JIMMYSEA GROWTH TOGETHER LAST EPISODE OF H2H,,0,0,0,108
@neVerAl0nely___,2026-01-12-20:59:07,"Mohon di atensi min @setkabgoid@setkabgoid @Gerindra@Gerindra  @DPR_RI@DPR_RI  cek kebenarannya. Ada keluhan soal MBG, ada oknum oknum yang diduga melakukan intimidasi

Program Makan Bergizi Gratis (MBG) yang seharusnya menjadi solusi, kini justru menuai polemik. Alih-alih menerima kritik soal fasilitas",,181,570,952,32230
@goentz1,2026-01-12-20:28:29,"Sebagai bagian dari pengentasan kemiskinan dan pemenuhan hak dasar, para siswa Sekolah Rakyat turut mendapatkan akses cek kesehatan gratis (CKG) dan program makan bergizi gratis (MBG).",,0,0,0,20
@pemkab_kebumen,2026-01-12-20:25:55,"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, bersama Bupati Kebumen, Lilis Nuryani, meninjau Program Makan Bergizi Gratis (MBG) di SMP Negeri 5 Kebumen, Senin (12/01/2026).  #pemkabkebumen#pemkabkebumen  #kebumenberdaya#kebumenberdaya  #mbg#mbg  #makanbergizigratis#makanbergizigratis  #siswakebumen#siswakebumen ",,0,0,2,109
@bkkbnjawatimur,2026-01-12-20:19:28,"(2/6) Tahun 2026, fokus penggarapan diarahkan untuk mendukung program nasional, salah satunya Program Makan Bergizi Gratis (MBG) 3B yang menyasar ibu hamil, ibu menyusui, dan baduta (bayi di bawah 2 tahun).",,1,0,0,28
@GoRiauCom,2026-01-12-20:01:41,Pemko Pekanbaru Percepat Operasional 104 Dapur Makan Bergizi Gratis,,0,0,0,65
@pemkab_kebumen,2026-01-12-19:52:42,"Bukan sekadar makan bergizi gratis, tapi strategi nyata menggerakkan ekonomi kerakyatan dari petani, pedagang, hingga generasi masa depan. Saat gizi dan ekonomi berjalan seiring, Kebumen melangkah lebih kuat. #pemkabkebumen#pemkabkebumen  #mbgnglarisipasar#mbgnglarisipasar  #ekonomikerakyatan#ekonomikerakyatan  #petaniberdaya#petaniberdaya ",,0,0,2,49
@eunjawww,2026-01-12-19:50:17,"padahal kalo 3.3 juta anak kuliah gratis, 670 RS baru, perbaikan 167 ribu sekolah,  gaji guru naik. ekonomi jadi muter dan makan bergizi akan terjadi dengan sendirinya",,0,0,0,145
@pemkab_kebumen,2026-01-12-19:18:51,"Dalam rangkaian kegiatan MBG Nglarisi Pasar dan Petani, keterlibatan petani milenial Kebumen menjadi kekuatan baru dalam memastikan pasokan bahan pangan lokal berkualitas untuk Program Makan Bergizi (MBG). #pemkabkebumen#pemkabkebumen  #kebumenberdaya#kebumenberdaya  #petanikebumen#petanikebumen  #mbg#mbg  #mbgkebumen#mbgkebumen ",,0,0,2,63
@oposanvoice,2026-01-12-19:05:54,"VIRAL MBG BALITA DIBAGIKAN  PAKAI TAS PLASTIK, PRABOWO TUAI PROTES: Makan Bergizi Gratis (MBG) untuk balita di Kabupaten Pandeglang, Banten menuai protes karena makanan disajikan dalam kantong plastik kresek biasa. Disebut seperti muntah kucing.",,6,2,1,412
@linesnews_,2026-01-12-18:55:06,"linesnews.co.id/grand-opening-
… …",,0,0,0,1
@TVRINasional,2026-01-12-18:44:14,Presiden Prabowo juga menjadikan Sekolah Rakyat terintegrasi dengan berbagai program prioritas nasional. Siswa juga mendapatkan pemenuhan gizi melalui Program Makan Bergizi Gratis.#TVRI#TVRI  #TVRINasional#TVRINasional  #MediaPemersatuBangsa#MediaPemersatuBangsa  #PresidenPrabowo#PresidenPrabowo  #SekolahRakyat#SekolahRakyat ,,0,0,4,450
@blgmadura,2026-01-12-18:43:30,"Pendistribusian beras Befood Setra Ramos orderan SPPG Pesantren Ma'arif Syaichona Moh. Cholil, Kabupaten Bangkalan untuk kebutuhan bahan baku dalam program Makan Bergizi Gratis (MBG). (09/01)#perumBULOG#perumBULOG  #BULOGHadir#BULOGHadir  #MengantarkanKebaikan#MengantarkanKebaikan #befoodsetraramos#befoodsetraramos ",,0,0,0,30
@IndiraNews,2026-01-12-18:38:26,"Wakil Gubernur Jawa Timur, Emil Elestianto Dardak atau Emil Dardak pastikan korban dugaan keracunan Makan Bergizi Gratis (MBG) di Kabupaten Mojokerto sudah mendapat penanganan medis. Dinkes Kabupaten Mojokerto mencatat, 261 siswa menjadi korban daripada program yang....",,10,1,1,85
@aiguukamcagiiya,2026-01-12-18:31:09,Dengan pendapatan honor yang segitu dan kuliah gratis serta lapangan kerja baru di rs udah cukup buat makan bergizi dari rumah saja,,0,0,0,91
@hariankompas,2026-01-12-18:30:00,"Negara punya anggaran triliun untuk program-program, seperti pembangunan IKN dan Makan Bergizi Gratis. Alasan tak ada anggaran untuk pilkada tak masuk akal.

Upaya memindahkan kembali hak memilih dari rakyat ke DPRD berarti mereduksi demokrasi menjadi urusan elite dan menghapus",,0,1,0,611
@Metro_TV,2026-01-12-18:08:30,"Di sela peresmian RDMP Balikpapan pada Senin (12/1), Presiden Prabowo Subianto memberikan jawaban terhadap tokoh-tokoh yang dulu meragukan keberhasilan program Makan Bergizi Gratis (MBG).

Presiden mengungkapkan bahwa saat ini penerima manfaat MBG telah menembus angka 58 juta",,0,3,0,1136
@exacstly_,2026-01-12-18:08:08,"Perluasan program Makan Bergizi Gratis ini adalah bukti bahwa negara hadir untuk memastikan gizi setiap anak terpenuhi, tanpa memandang status pendidikan mereka. Ini adalah bentuk kepedulian yang konkret. #LanjutkanMBG#LanjutkanMBG #KilangPertaminaBalikpapan#KilangPertaminaBalikpapan  #H2HseriesFinalEP#H2HseriesFinalEP ",,0,0,0,58
@Bangsaindo_,2026-01-12-17:40:11,Program Makan Bergizi Gratis adalah investasi untuk masa depan sehat bangsa! Mari dukung anak-anak kita mendapatkan gizi yang layak agar mereka tumbuh cerdas dan kuat.#MBG#MBG  #BGN#BGN  #SPPG#SPPG  #IndonesiaMaju#IndonesiaMaju  #IndonesiaEmas#IndonesiaEmas ,,0,0,1,20
@Bangsaindo_,2026-01-12-17:39:19,Program Makan Bergizi Gratis adalah investasi untuk masa depan sehat bangsa! Mari dukung anak-anak kita mendapatkan gizi yang layak agar mereka tumbuh cerdas dan kuat.#MBG#MBG  #BGN#BGN  #SPPG#SPPG  #IndonesiaMaju#IndonesiaMaju  #IndonesiaEmas#IndonesiaEmas ,,0,0,1,18
@Bangsaindo_,2026-01-12-17:39:13,Program Makan Bergizi Gratis adalah investasi untuk masa depan sehat bangsa! Mari dukung anak-anak kita mendapatkan gizi yang layak agar mereka tumbuh cerdas dan kuat.#MBG#MBG  #BGN#BGN  #SPPG#SPPG  #IndonesiaMaju#IndonesiaMaju  #IndonesiaEmas#IndonesiaEmas ,,0,0,1,19
@Bangsaindo_,2026-01-12-17:39:08,Program Makan Bergizi Gratis adalah investasi untuk masa depan sehat bangsa! Mari dukung anak-anak kita mendapatkan gizi yang layak agar mereka tumbuh cerdas dan kuat.#MBG#MBG  #BGN#BGN  #SPPG#SPPG  #IndonesiaMaju#IndonesiaMaju  #IndonesiaEmas#IndonesiaEmas ,,0,0,1,17
@DemokratROHIL14,2026-01-12-17:33:56,"Lebih dari 55 juta jiwa telah merasakan manfaat Program Makan Bergizi Gratis (MBG). Sebuah langkah nyata negara dalam memastikan setiap anak Indonesia tumbuh sehat, kuat, dan penuh harapan.
.
Berbagai kajian menunjukkan bahwa 20–30% anak Indonesia masih mengalami kekurangan gizi.",,1,0,0,21
@wartadewan,2026-01-12-17:20:31,"Kalau kaya begini udah pasti nafsu makan?

Video yang memperlihatkan menu Makan Bergizi Gratis (MBG) untuk balita dan ibu hamil di Kecamatan Sukaresmi, Kabupaten Pandeglang disajikan dalam kantong plastik viral di media sosial.",,1,0,1,36
@PrabowoPostID,2026-01-12-17:02:10,Presiden Prabowo instruksikan Kemenkeu untuk sisir ulang belanja APBN 2026 secara ketat. Tujuannya jelas: pangkas belanja non-prioritas agar setiap rupiah efisien untuk program rakyat seperti makan bergizi gratis & perumahan.#PresidenKhatulistiwa#PresidenKhatulistiwa ,,0,0,0,829
@nawabinekanews,2026-01-12-16:57:31,"Sebanyak 261 pelajar dan santri di Mojokerto, Jawa Timur, mengalami gejala keracunan setelah menyantap Makan Bergizi Gratis (MBG). Hingga kini, ratusan di antaranya masih dalam perawatan di berbagai fasilitas kesehatan.",,7,0,0,40
@Polresta_SMD,2026-01-12-16:38:04,Polsek Sungai Pinang Kawal Pendistribusian Makan Bergizi Gratis di Delapan Titik Wilayah Hukumnya,,0,0,1,35
@wezvh,2026-01-12-16:20:46,"Program Makan Bergizi Gratis butuh pasokan telur besar sehingga pemerintah mengajak 1.500 peternak baru bergabung sebagai bentuk Kerja Nyata untuk pemenuhan gizi anak bangsa#LanjutkanMBG#LanjutkanMBG  

jihoon LAST EPISODE OF H2H Aurelie Broken Strings",,0,0,0,122
@mikirdoeloe,2026-01-12-16:20:00,"Makan Bergizi Gratis adalah investasi masa depan bangsa. Anak sehat, generasi kuat, Indonesia maju. Saatnya bersama mendukung pemenuhan gizi yang merata dan berkualitas untuk semua.#MakanBergiziGratis#MakanBergiziGratis  #DukungMBG#DukungMBG  #GenerasiSehat#GenerasiSehat  #AnakIndonesia#AnakIndonesia ",,0,0,0,21
@mikirdoeloe,2026-01-12-16:19:51,"Makan Bergizi Gratis adalah investasi masa depan bangsa. Anak sehat, generasi kuat, Indonesia maju. Saatnya bersama mendukung pemenuhan gizi yang merata dan berkualitas untuk semua.#MakanBergiziGratis#MakanBergiziGratis  #DukungMBG#DukungMBG  #GenerasiSehat#GenerasiSehat  #AnakIndonesia#AnakIndonesia ",,0,0,0,17
@mikirdoeloe,2026-01-12-16:19:44,"Makan Bergizi Gratis adalah investasi masa depan bangsa. Anak sehat, generasi kuat, Indonesia maju. Saatnya bersama mendukung pemenuhan gizi yang merata dan berkualitas untuk semua.#MakanBergiziGratis#MakanBergiziGratis  #DukungMBG#DukungMBG  #GenerasiSehat#GenerasiSehat  #AnakIndonesia#AnakIndonesia ",,0,0,0,18
@jmelive,2026-01-12-16:11:01,"58 juta dapet MBG, dari MBG itu apa yg mereka achieved 🤔 apa hasil nya, apa mereka tambah sehat atau tambah sakit 😟 yg jelas ini bukan MBG tapi MBU makan bergizi utang 😮 nanti nya mereka yg harus tanggung jawab utang negara utang mu",,0,0,0,29
@qwerty21103,2026-01-12-15:42:37,suruh makan tuh elite mbg.nya.. belatungnya kan bergizi kata c dadan..,,0,0,0,180
@Lex_Ziger,2026-01-12-15:40:47,Badan Gizi Nasional terus melakukan Kerja Nyata demi target puluhan juta anak sehat melalui program makan bergizi gratis yang kini mulai tersertifikasi di tahun ini.#LanjutkanMBG#LanjutkanMBG jihoon LAST EPISODE OF H2H Aurelie Broken Strings,,0,0,0,65
@white_lyly,2026-01-12-15:36:10,Knp sih terobsesi bgt ngasih makan? Padahal gak bergizi dan gak gratis.,,0,0,1,167
@Humasressibolga,2026-01-12-15:29:42,Sat Intelkam Polres Sibolga Monitoring Penyaluran Makan Bergizi Gratis di Kota Sibolga,,0,0,0,23
@TribunAmbon_,2026-01-12-15:29:30,SPPG Wailola SBT Layani 1.307 Penerima Manfaat Makan Bergizi Gratis,,0,0,0,7
@adilarainbow,2026-01-12-15:27:35,Pemenuhan gizi anak tidak bisa ditunda. Program Makan Bergizi Gratis adalah investasi penting agar generasi ke depan tumbuh sehat dan optimal.#MakanBergiziGratis#MakanBergiziGratis  #GiziAnak#GiziAnak  #IndonesiaSehat#IndonesiaSehat  #PemerintahHadir#PemerintahHadir ,,0,0,0,9
@Lex_Ziger,2026-01-12-15:25:18,"Kabar baik bagi anak-anak bangsa karena Program Makan Bergizi Gratis resmi diperluas untuk anak putus sekolah sebagai wujud Kerja Nyata pemerintah saat ini#LanjutkanMBG#LanjutkanMBG  

jihoon LAST EPISODE OF H2H Aurelie Broken Strings",,0,0,0,71
@Lex_Ziger,2026-01-12-15:23:34,"Program Makan Bergizi Gratis sedang berjalan maksimal dan stok susu mulai difokuskan untuk anak sekolah sebagai bukti Kerja Nyata pemerintah saat ini demi masa depan#LanjutkanMBG#LanjutkanMBG  

jihoon LAST EPISODE OF H2H Aurelie Broken Strings",,0,0,0,77
@Kodim1627N,2026-01-12-15:18:22,Koramil 1627-01/Ba’a Pastikan Pendistribusian Makan Bergizi Gratis Aman dan Tepat Sasaran,,0,0,0,10
@detikcom,2026-01-12-15:17:00,"Presiden Prabowo ungkap program makan bergizi gratis kini menjangkau 58 juta penerima manfaat. ""58 juta dalam 1 tahun, negara mana yang bisa berbuat itu?"" ujarnya.",,1,0,1,2169
@KlikSoloNews,2026-01-12-15:16:19,"Cegah Keracunan 2026, BGN Siap Tutup Dapur Makan Bergizi Gratis",,0,0,0,17
@sek_karangampel,2026-01-12-14:47:44,Personil Polsek Karangampel senantiasa monitoring pelaksanaan kegiatan Presiden RI MBG (Makan Bergizi Gratis) di Dapur SPPG wilkum sek Karangampel.,,1,0,0,25
@PolitikLingkar,2026-01-12-14:42:55,"Gizi yang baik adalah hak setiap anak Papua. Melalui pengawasan ketat berbasis komunitas dan audit nutrisi berkala, pemerintah memastikan program Makan Bergizi Gratis tepat sasaran dan berdampak positif pada peningkatan kualitas gizi generasi muda Papua. #MBGPapua#MBGPapua  #KawalMBG#KawalMBG ",,0,0,0,118
@Tivannni,2026-01-12-14:39:13,Makan Bergizi Gratis,,0,0,0,4
@Tivannni,2026-01-12-14:39:12,PROGRAM MAKAN BERGIZI GRATIS UNTUK MASA DEPAN CERAH ANAK INDONESIA,,0,0,0,6
@restifuzy,2026-01-12-14:38:01,Gizi Terjaga Dengan Program Makan Bergizi Gratis,,0,0,1,11
@fenyanastasia96,2026-01-12-14:29:00,"Sinergi Sektor Pertanian Alor Wujudkan Kemandirian Pangan melalui Program Makan Bergizi Gratis (MBG).rri.co.id/ntt/daerah-3t/
… …",,0,0,1,16
@antaranews,2026-01-12-14:26:28,Pemerintah Provinsi Riau memperluas cakupan penerima manfaat Program Makan Bergizi Gratis menyasar total target penerima mencapai 2.010.204 jiwa dengan jangkauan tak hanya anak sekolah.,,0,0,0,149
@SendySetia74761,2026-01-12-14:25:36,"Babinsa Koramil 17/Bandungan Sertu Marsono melaksanakan monitoring kegiatan Makan Bergizi Gratis (MBG) untuk Para Siswa TK,SD,SMP dan SMA yang berada di wilayah Kecamatan Bandungan Kabupaten Semarang.",,0,0,0,33
@indonesiago_id,2026-01-12-14:24:56,"Dalam pelaksanaannya Sekolah Rakyat menjadi episentrum berbagai program prioritas Presiden Prabowo Subianto, antara lain Program Tiga Juta Rumah, Makan Bergizi Gratis, Koperasi Desa/Kelurahan Merah Putih, Cek Kesehatan Gratis, dan lain sebagainya.",,1,0,0,50
@bandidkotta,2026-01-12-14:23:31,"Untuk meningkatkan kualitas pelayanan program Makan Bergizi Gratis, BGN akan memberikan sertifikasi kepada SPPG sebagai bentuk penguatan standarisasi dan akuntabilitas program.
 #LanjutkanMBG#LanjutkanMBG Aurelie Banjir",,0,0,0,171
@chilmomsky,2026-01-12-14:21:30,"Untuk mencegah kasus keracunan, pengawasan dapur Makan Bergizi Gratis diperketat. Pemerintah hadir menjaga mutu dan keamanan makanan agar masyarakat tetap terlindungi. Kesehatan warga adalah prioritas.#PengawasanKetat#PengawasanKetat  #BGN#BGN  #KeamananPangan#KeamananPangan  #PemerintahHadir#PemerintahHadir  #GiziAmanUntukRakyat#GiziAmanUntukRakyat ",,0,0,0,11
@chilmomsky,2026-01-12-14:18:04,"Program Makan Bergizi Gratis hadir memberikan manfaat nyata bagi keluarga. Kini warga merasakan perubahan yang berdampak langsung bagi kebutuhan gizi. Pemerintah hadir bukan sekadar wacana, tetapi solusi.#MakanBergiziGratis#MakanBergiziGratis  #MBGUntukRakyat#MBGUntukRakyat  #PemerintahHadir#PemerintahHadir  #GiziUntukKeluarga#GiziUntukKeluarga ",,0,0,0,18
@haliloveu,2026-01-12-14:17:17,"mbgg (makan bergizi ga gratis)

bersama kedua anak kapasku🫰🏻",,10,0,9,388
@CariSini79113,2026-01-12-14:16:32,"Gak main-main! Badan Gizi Nasional (BGN) nargetin anggaran Makan Bergizi Gratis (MBG) tembus Rp1,2 Triliun SETIAP HARI! Bayangin, itu angka yang sangat luar biasa besar buat urusan piring makan. Menurut kalian, uang segede itu udah pasti bikin anak-anak makin sehat atau malah....",,0,0,0,23
@bandidkotta,2026-01-12-14:09:07,"Untuk meningkatkan kualitas pelayanan Kerja Nyata program Makan Bergizi Gratis, BGN akan memberikan sertifikasi kepada SPPG sebagai bentuk penguatan standarisasi dan akuntabilitas program.
 #LanjutkanMBG#LanjutkanMBG Aurelie Banjir",,0,0,0,52
@burhans_hitam,2026-01-12-14:07:50,"Gizi yang baik adalah hak setiap anak Papua. Melalui pengawasan ketat berbasis komunitas dan audit nutrisi berkala, pemerintah memastikan program Makan Bergizi Gratis tepat sasaran dan berdampak positif pada peningkatan kualitas gizi generasi muda Papua. #MakanBergiziGratis#MakanBergiziGratis  #MBG#MBG ",,0,0,0,33
@Lienka_sani,2026-01-12-14:07:16,"Program Makan Bergizi Gratis (MBG) memberikan efek domino bagi berbagai sektor di Indonesia, termasuk dalam mendorong pertumbuhan perekonomian nasional secara berkelanjutan.#MBG#MBG  #MakanBergiziGratis#MakanBergiziGratis  #ManfaatMBG#ManfaatMBG  #DukungMBG#DukungMBG ",,1,0,0,21
@maximuswelly,2026-01-12-13:53:09,"Kerja Nyata Perpres 115/2025! Kini anak putus sekolah resmi jadi penerima manfaat Makan Bergizi Gratis demi gizi merata.

 #LanjutkanMBG#LanjutkanMBG Banjir leviathan senin berita terbaru 
kinerjabarantaskejahatan bocil viral",,0,0,1,416
@dineleanor,2026-01-12-13:46:04,"Menu MBG, Makan Bergizi #GoldenGlobes#GoldenGlobes ","The #GoldenGlobes menu.

(Via @kylebuchanan)",0,0,0,251
